source_enum	members	decision	current_enums	member_reuse	reason
src/game/actor_behavior.c:ACTOR_PURSUIT_DISTANCE_SHIFT	ACTOR_PURSUIT_DISTANCE_SHIFT=8;ACTOR_MULTI_HIT_SELECTION_WEIGHT=80;ACTOR_RETREAT_RANGE_FACTOR=2;ACTOR_RECENT_PURSUIT_RANGE_FACTOR=6;ACTOR_RETREAT_RANDOM_MIN=5462;ACTOR_WANDER_TO_IDLE_RANDOM_LIMIT=1092;ACTOR_REMAIN_IDLE_RANDOM_MIN=8193;ACTOR_SPAWN_CHANCE_SHIFT=7;ACTOR_WANDER_TURN_RANDOM_LIMIT=2048;ACTOR_PURSUIT_TURN_RANDOM_LIMIT=4096;ACTOR_HOME_TURN_RANDOM_LIMIT=2048;ACTOR_PURSUIT_BACKOFF_RANDOM_SHIFT=11	retain	src/game/actor_behavior.c:ACTOR_PURSUIT_DISTANCE_SHIFT		Pursuit/retreat/wander/spawn probabilities and distance factors feed distinct decisions; equal RNG shifts do not encode absolute angles.
src/game/actor_behavior.c:ACTOR_BLOCKED_TURN_STEP	ACTOR_BLOCKED_TURN_STEP=64;ACTOR_LONG_DROP_HEIGHT=600;ACTOR_DEEP_DROP_HEIGHT=3000;ACTOR_LONG_DROP_RANDOM_MAX=16384;ACTOR_DEEP_DROP_RANDOM_MAX=1024;ACTOR_STEP_HEIGHT_LIMIT=1001;ACTOR_HIGH_STEP_HEIGHT=400;ACTOR_HIGH_STEP_VELOCITY_Y=-300;ACTOR_LOW_STEP_VELOCITY_Y=-120;ACTOR_CHARGE_LENGTH_SHIFT=2;ACTOR_CHARGE_COMPONENT_DIVISOR=16;ACTOR_JUMP_HEIGHT_THRESHOLD=-5000;ACTOR_JUMP_SHORT_VELOCITY_Y=-220;ACTOR_JUMP_LONG_VELOCITY_Y=-300;ACTOR_JUMP_SHORT_ANIMATION_STEP=140;ACTOR_JUMP_LONG_ANIMATION_STEP=110;ACTOR_JUMP_BOUNCE_VELOCITY_Y=-120;ACTOR_JUMP_CEILING_VELOCITY_Y=100;ACTOR_JUMP_CONTACT_STRIKING_DAMAGE=15	retain	src/game/actor_behavior.c:ACTOR_BLOCKED_TURN_STEP		Drop-height tests, step/jump velocities and animation rates have different trigger branches and quantities; no universal gravity or ascent parameter is implied.
src/game/actor_behavior.c:ACTOR_PAIRED_EFFECT_X_OFFSET	ACTOR_PAIRED_EFFECT_X_OFFSET=1500;ACTOR_EFFECT_AIM_RANGE=50000;ACTOR_PROPAGATING_EFFECT_SPEED=250;ACTOR_LIGHTNING_FALLBACK_PITCH=-32;ACTOR_EFFECT_FALLBACK_MOVE_COUNT=20;ACTOR_LIGHTNING_TARGET_Y_OFFSET=1000;ACTOR_SCATTER_TARGET_STANDOFF=4500;ACTOR_SPAWNER_TARGET_STANDOFF=2000;ACTOR_SCATTER_GENERATIONS=3;ACTOR_SCATTER_INITIAL_SCALE=3000	retain	src/game/actor_behavior.c:ACTOR_PAIRED_EFFECT_X_OFFSET		Paired-emission spacing, aim/fallback parameters and scatter/spawner setup are different effect arguments; common projectile speed IDs already moved to the shared family.
src/game/actor_behavior.c:ACTOR_MELEE_CONTACT_PHASE	ACTOR_MELEE_CONTACT_PHASE=2700;ACTOR_SPECIAL_CONTACT_PHASE=3000;ACTOR_JUMP_CONTACT_PHASE=3400;ACTOR_HOME_ANIMATION_RESET_PHASE=1200;ACTOR_MULTI_HIT_FORWARD_PHASE1=2240;ACTOR_MULTI_HIT_FORWARD_PHASE2=2688;ACTOR_MULTI_HIT_FORWARD_PHASE3=3200;ACTOR_MULTI_HIT_FORWARD_PHASE4=3584;ACTOR_MULTI_HIT_NEGATIVE_YAW_PHASE=3500;ACTOR_MULTI_HIT_POSITIVE_YAW_PHASE=3800;ACTOR_DEATH_DROP_PHASE=2048;ACTOR_GOLD_RANDOM_SHIFT=15;ACTOR_DROP_CHANCE_RANDOM_SHIFT=7;ACTOR_BOSS_DEATH_SOUND_PHASE1=500;ACTOR_BOSS_DEATH_SOUND_PHASE2=1000;ACTOR_BOSS_DEATH_SOUND_PHASE3=1500;ACTOR_BOSS_DEATH_EFFECT_PERIOD=2;ACTOR_BOSS_DEATH_SOUND_PERIOD=4;ACTOR_BOSS_DEATH_SCATTER_XZ_MASK=8191;ACTOR_BOSS_DEATH_SCATTER_XZ_BIAS=4096;ACTOR_BOSS_DEATH_SCATTER_Y_MASK=4095;ACTOR_BOSS_DEATH_LOOP_VOLUME=100	retain	src/game/actor_behavior.c:ACTOR_MELEE_CONTACT_PHASE		Contact/death animation phases, drop odds, boss sound/effect periods and scatter bounds are independent phase/probability/position quantities.
src/game/actor_pool.c:KfActorPlacementStreamState	KF_ACTOR_PLACEMENTS_READING=0;KF_ACTOR_PLACEMENTS_EXHAUSTED=1	retain	src/game/actor_pool.c:KfActorPlacementStreamState		Placement reading/exhausted controls stream termination and pool filling, separate from a live actor slot's provenance/free state.
src/game/audio.c:GAME_SEQUENCE_BUFFER_BYTES	GAME_SEQUENCE_BUFFER_BYTES=12288;GAME_SEQUENCE_VOLUME=75;GAME_REVERB_DEPTH=16;GAME_SOUND_ATTENUATION_BOOST=36;GAME_SOUND_PAN_NARROW_THRESHOLD=64;GAME_SOUND_PAN_DIVISOR=3000	retain	src/game/audio.c:GAME_SEQUENCE_BUFFER_BYTES		GAME sequence buffer/volume/reverb and spatial pan formulas differ from OPEN's settings; retain the actual per-program values.
src/game/cd_file.c:CD_PATH_READ_ATTEMPTS	CD_PATH_READ_ATTEMPTS=3;CD_TABLE_READ_ATTEMPTS=5	retain	src/game/cd_file.c:CD_PATH_READ_ATTEMPTS		Path and table reads use different retry budgets and loops; their attempt counts are not resource IDs or image capacities.
src/game/effect_dispatch.c:EFFECT_ORBIT_RADIUS	EFFECT_ORBIT_RADIUS=6500	retain	src/game/effect_dispatch.c:EFFECT_ORBIT_RADIUS		Orbit radius is a world-space ring radius, distinct from its collision radius, sound radius and scale.
src/game/effect_dispatch.c:PROJECTILE_COLLISION_RADIUS	PROJECTILE_COLLISION_RADIUS=100;EMERGING_COLLISION_RADIUS=150;FIRE_DARKNESS_ROLL_STEP=200;LIGHTNING_ROLL_STEP=200;EMERGING_ROLL_STEP=100;PROJECTILE_DEFAULT_ROLL_STEP=600;PROJECTILE_DISSIPATE_SCALE_STEP=400;EMERGING_FALL_ACCELERATION=20;EMERGING_RETIRE_DEPTH=3000;STATUS_PROJECTILE_SHRINK_STEP=384;SCATTER_FINAL_COUNTDOWN=15;SCATTER_BRANCH_COUNTDOWN=5;SCATTER_PULSE_ANGLE_SHIFT=9;MAP_EMITTER_SOUND_RANDOM_CUTOFF=8192;MAP_EMITTER_SOUND_MAX_DISTANCE=4000;MAP_EMITTER_SOUND_ATTENUATION_DISTANCE=12000	reuse	src/game/effect_dispatch.c:PROJECTILE_COLLISION_RADIUS	FIRE_DARKNESS_ROLL_STEP=src/game/effect_dispatch.c:PROJECTILE_ROLL_STEP;LIGHTNING_ROLL_STEP=src/game/effect_dispatch.c:PROJECTILE_ROLL_STEP;PROJECTILE_DISSIPATE_SCALE_STEP=src/game/effect_dispatch.c:EFFECT_DISSIPATE_SCALE_STEP	Reuse the common projectile roll rate and dissipation scale step in the same effect dispatcher. Collision sizes, emitter sound range, status shrink and emergence timing remain distinct.
src/game/effect_dispatch.c:MOONLIGHT_LENGTH_STEP	MOONLIGHT_LENGTH_STEP=1024;MOONLIGHT_LENGTH_MAX=32767;MOONLIGHT_NEAR_TRAIL_ANGLE=1774;MOONLIGHT_FAR_TRAIL_ANGLE=1824;MOONLIGHT_NEAR_TRAIL_DISTANCE=4000;MOONLIGHT_FAR_TRAIL_DISTANCE=8000;GROUND_TRAIL_SHRINK_STEP=400;GROUND_TRAIL_RENDER_FRAME_COUNT=3	reuse	src/game/effect_dispatch.c:MOONLIGHT_LENGTH_STEP;src/game/effect_dispatch.c:PROJECTILE_COLLISION_RADIUS	GROUND_TRAIL_SHRINK_STEP=src/game/effect_dispatch.c:EFFECT_DISSIPATE_SCALE_STEP	Reuse the common dissipation step for ground trails; keep moonlight trail offsets/distances, length growth and the trail's frame count.
src/game/effect_dispatch.c:RADIAL_BLAST_SCALE_STEP	RADIAL_BLAST_SCALE_STEP=1024;RADIAL_BLAST_RADIUS_STEP=333;EFFECT_PLAYER_RADIAL_SCALE_Q12=5000	retain	src/game/effect_dispatch.c:RADIAL_BLAST_SCALE_STEP		Radial blast scale/radius growth and player power scale have different units; lightning blast has a different scale increment.
src/game/effect_dispatch.c:HOMING_PITCH_RANDOM_SHIFT	HOMING_PITCH_RANDOM_SHIFT=6;HOMING_PITCH_RANDOM_BIAS=128;HOMING_YAW_RANDOM_SHIFT=3;HOMING_YAW_RANDOM_BIAS=512;HOMING_WANDER_RANDOM_CUTOFF=3276;HOMING_PLAYER_AIM_Y_OFFSET=800;HOMING_TURN_STEP=64;HOMING_FORWARD_STEP=650;HOMING_ROLL_STEP=256	retain	src/game/effect_dispatch.c:HOMING_PITCH_RANDOM_SHIFT		Homing pitch/yaw randomness, turn/forward/roll rates and player aim offset describe different steering quantities, not generic angle generation.
src/game/effect_dispatch.c:LIGHTNING_IMPACT_RENDER_FRAME_COUNT	LIGHTNING_IMPACT_RENDER_FRAME_COUNT=3;LIGHTNING_BLAST_SCALE_STEP=3583;LIGHTNING_BLAST_YAW_STEP=1300;LIGHTNING_BLAST_RADIUS_STEP=1000	retain	src/game/effect_dispatch.c:LIGHTNING_IMPACT_RENDER_FRAME_COUNT		Lightning impact frame count and blast scale/yaw/radius increments are distinct; their scale step differs from ordinary radial blast.
src/game/effect_dispatch.c:GROUND_BRANCH_SCALE_STEP	GROUND_BRANCH_SCALE_STEP=256;GROUND_BRANCH_DAMAGE_PERIOD=4;GROUND_BRANCH_DAMAGE_RADIUS=1500;GROUND_BRANCH_YAW_STEP=500;GROUND_VISUAL_RADIUS_RANDOM_SCALE=325;GROUND_VISUAL_RADIUS_RANDOM_SHIFT=13	reuse	src/game/effect_dispatch.c:GROUND_BRANCH_SCALE_STEP	GROUND_BRANCH_YAW_STEP=src/game/effect_dispatch.c:GROUND_EFFECT_YAW_STEP	Use the common ground-effect yaw step for the branch and its visual child; retain branch growth/damage cadence and visual spawn randomness.
src/game/effect_dispatch.c:GROUND_VISUAL_SCALE_STEP	GROUND_VISUAL_SCALE_STEP=4000;GROUND_VISUAL_RISE_STEP=1800;GROUND_VISUAL_YAW_STEP=500	reuse	src/game/effect_dispatch.c:GROUND_BRANCH_SCALE_STEP;src/game/effect_dispatch.c:GROUND_VISUAL_SCALE_STEP	GROUND_VISUAL_YAW_STEP=src/game/effect_dispatch.c:GROUND_EFFECT_YAW_STEP	Reuse ground-effect yaw speed; the visual child's scale and vertical rise rates differ from its parent branch.
src/game/effect_dispatch.c:ACTOR_SPAWNER_SCALE_STEP	ACTOR_SPAWNER_SCALE_STEP=220;ACTOR_SPAWNER_COLLISION_RADIUS=1000;ACTOR_SPAWNER_CREATE_Y_OFFSET=800;ACTOR_SPAWNER_SELECTION_RANDOM_CUTOFF=3000;ACTOR_SPAWNER_YAW_STEP=1700;ACTOR_SPAWNER_PITCH_STEP=1400;ACTOR_SPAWNER_ROLL_STEP=1900	retain	src/game/effect_dispatch.c:ACTOR_SPAWNER_SCALE_STEP		Actor-spawner collision/create/selection and three rotation rates describe separate arguments and motion axes; equal capacities elsewhere are unrelated.
src/game/effect_dispatch.c:SHORT_SWING_PROBE_LENGTH	SHORT_SWING_PROBE_LENGTH=2500;LONG_SWING_PROBE_LENGTH=4900	retain	src/game/effect_dispatch.c:SHORT_SWING_PROBE_LENGTH		Short/long swing probe lengths are distinct table values indexed by the shared swing-probe row constants.
src/game/effect_pool.c:EFFECT_WIND_CUTTER_PITCH	EFFECT_WIND_CUTTER_PITCH=850;EFFECT_GROUND_BRANCH_DELAY=6;EFFECT_GROUND_BRANCH_SOUND_VOLUME=120;EFFECT_EMERGING_INITIAL_SCALE=1500;EFFECT_SHORT_SWING_SCALE=2600;EFFECT_ORBIT_SCALE=2800;EFFECT_WARP_HORIZONTAL_SCALE=6144;EFFECT_EXTENDED_SOUND_MAX_DISTANCE=20000;EFFECT_EXTENDED_SOUND_ATTENUATION_DISTANCE=60000	reuse	include/kf/audio.h:KF_AUDIO_VOICE_SLOTS;src/game/effect_pool.c:EFFECT_WIND_CUTTER_PITCH	EFFECT_EXTENDED_SOUND_MAX_DISTANCE=include/kf/audio.h:KF_AUDIO_EXTENDED_MAX_DISTANCE;EFFECT_EXTENDED_SOUND_ATTENUATION_DISTANCE=include/kf/audio.h:KF_AUDIO_EXTENDED_ATTENUATION_DISTANCE	Use the shared extended audio attenuation pair; retain effect-specific initial scales, pitch, branch delay/volume and GAME horizontal shimmer scale.
src/game/effect_update.c:EFFECT_FIXED_MAGIC_POWER	EFFECT_FIXED_MAGIC_POWER=5;EFFECT_SWING_COLLISION_RADIUS=120;EFFECT_ORBIT_COLLISION_RADIUS=150;EFFECT_SWING_ANGULAR_ACCEL=10;EFFECT_HAZARD_RISE_STEP=60;EFFECT_HAZARD_SOUND_RANDOM_CUTOFF=8192;EFFECT_SWING_SOUND_MAX_DISTANCE=3000;EFFECT_ORBIT_SOUND_MAX_DISTANCE=5000;EFFECT_ORBIT_SOUND_RESET_DISTANCE=5000;EFFECT_HAZARD_SOUND_ATTENUATION_DISTANCE=14000;EFFECT_ORBIT_UPDATES_PER_TURN=64;FLOOR_DEFORM_SOUND_PROGRESS=3900;FLOOR_DEFORM_SEGMENT_COUNT=5;TRAIL_UNIT_SCALE_DISTANCE=800;GROUND_BRANCH_CHILD_SPACING=1500	reuse	src/game/effect_update.c:EFFECT_FIXED_MAGIC_POWER	EFFECT_ORBIT_SOUND_RESET_DISTANCE=src/game/effect_update.c:EFFECT_ORBIT_SOUND_MAX_DISTANCE	Use one orbit audible/reset radius. Hazard sound, swing/orbit geometry, deformation segments and branch spacing retain their respective physical/countdown roles.
src/game/effect_update.c:SCATTER_RANDOM_SHIFT	SCATTER_RANDOM_SHIFT=8;SCATTER_VELOCITY_BIAS=64	retain	src/game/effect_update.c:SCATTER_RANDOM_SHIFT		Scatter random shift and bias jointly center velocity noise; the same integers in other RNG transforms do not imply the same distribution.
src/game/entity_model_render.c:ACTOR_MODEL_ASSET_MASK	ACTOR_MODEL_ASSET_MASK=15;ACTOR_MODEL_TEXTURE_SHIFT=4;MAP_LIFT_DOOR_DEPTH_BIAS=180;MAP_HINGED_DOOR_DEPTH_BIAS=15;MENU_ITEM_DEPTH_BIAS=1000	retain	src/game/entity_model_render.c:ACTOR_MODEL_ASSET_MASK		Actor asset-mask/texture shift and map-door/menu model depth biases are different representation/render quantities, not menu OT layer indices.
src/game/entity_render.c:EFFECT_MODEL_DEPTH_BIAS	EFFECT_MODEL_DEPTH_BIAS=100	retain	src/game/entity_render.c:EFFECT_MODEL_DEPTH_BIAS		Effect model depth bias adjusts projected model depth; it is not a two-dimensional menu content layer.
src/game/game.c:INITIAL_ACTOR_CLEAR_BYTES	INITIAL_ACTOR_CLEAR_BYTES=11080;INITIAL_MAP_OBJECT_CLEAR_BYTES=9656;INITIAL_MAP_EVENT_CLEAR_BYTES=9056;FRAME_PACER_INTERVAL_TICKS=3;ENDING_MASTER_FADE_STEP_Q8=128	retain	src/game/game.c:INITIAL_ACTOR_CLEAR_BYTES		Startup clear byte spans cover different runtime regions; frame-pacer interval and ending audio fade step have separate units.
src/game/geometry_render.c:WEAPON_PROJECTED_DEPTH_SHIFT	WEAPON_PROJECTED_DEPTH_SHIFT=3;WEAPON_DEPTH_BIAS_SHIFT=5;WEAPON_BASE_DEPTH_BIAS=50	retain	src/game/geometry_render.c:WEAPON_PROJECTED_DEPTH_SHIFT		Weapon projection shift, depth-bias shift and base depth adjust the weapon model, distinct from menu or screen-sprite OT layers.
src/game/geometry_render.c:NOTIFICATION_HOLD_FRAMES	NOTIFICATION_HOLD_FRAMES=15;NOTIFICATION_EXIT_ANGLE_STEP=128;NOTIFICATION_GOLD_DIGITS=4;NOTIFICATION_DIGIT_ROW_HEIGHT=11;NOTIFICATION_ATLAS_COLUMN_MASK=240;NOTIFICATION_ATLAS_COLUMN_SHIFT=3;NOTIFICATION_ATLAS_ROW_MASK=15;NOTIFICATION_ATLAS_ROW_SHIFT=4	retain	src/game/geometry_render.c:NOTIFICATION_HOLD_FRAMES		Notification hold/rotation timing and atlas/digit packing describe its separate animation and digit resource; menu font columns are another atlas.
src/game/item.c:MENU_SHOP_VISIBLE_ROWS	MENU_SHOP_VISIBLE_ROWS=9;MENU_PICKUP_CONFIRM_TEXT_X=60;MENU_PICKUP_CONFIRM_ACCEPT_Y=26;MENU_PICKUP_CONFIRM_DECLINE_Y=46	retain	src/game/item.c:MENU_SHOP_VISIBLE_ROWS		Shop visible rows and pickup confirmation coordinates define the pickup/shop layouts; glyph row capacity and prompt offsets are different dimensions.
src/game/lighting.c:LIGHTING_COLOR_BLEND_STEP	LIGHTING_COLOR_BLEND_STEP=1024;VITAL_RESTORE_COLOR_LEVEL=4095	retain	src/game/lighting.c:LIGHTING_COLOR_BLEND_STEP		Light interpolation step and restore color target use different scales/roles; equality with angles or texture masks is incidental.
src/game/lighting_presets.c:SHADOW_BLADE_COLOR_BLEND	SHADOW_BLADE_COLOR_BLEND=2500;LIGHTING_EFFECT_BLEND=3072	retain	src/game/lighting_presets.c:SHADOW_BLADE_COLOR_BLEND		Shadow-blade and general lighting-effect blend amounts intentionally differ; they are Q12 interpolation weights rather than angles.
src/game/magic.c:MAGIC_LAUNCH_OFFSET_X	MAGIC_LAUNCH_OFFSET_X=-200;MAGIC_LAUNCH_OFFSET_Y=200;MAGIC_LAUNCH_OFFSET_Z=400;LIGHTNING_UNTARGETED_PITCH=-128;LIGHTNING_UNTARGETED_UPDATES=20;LIGHTNING_HEIGHT_CLASS_THRESHOLD=-4999;LIGHTNING_DEFAULT_TARGET_Y_OFFSET=3000;LIGHTNING_LOWER_HEIGHT_Y_OFFSET=5000;FIRE_WALL_UNTARGETED_DISTANCE=6000	retain	src/game/magic.c:MAGIC_LAUNCH_OFFSET_X		Spell launch coordinates and lightning fallback/height rules remain specific launch parameters; player weapon spawning has different axes and timing.
src/game/map_events.c:MAP_AMBIENT_COUNTDOWN_RELOAD	MAP_AMBIENT_COUNTDOWN_RELOAD=10;MAP_EVENT_WANDER_TURN_STEP=70;MAP_EVENT_WANDER_VECTOR_SCALE=20;MAP_EVENT_WANDER_TURN_RANDOM_LIMIT=1584;MAP_EVENT_LOOP_SOUND_MAX_DISTANCE=18000;MAP_EVENT_LOOP_SOUND_ATTENUATION_DISTANCE=50000	retain	src/game/map_events.c:MAP_AMBIENT_COUNTDOWN_RELOAD		Map ambient cadence, wander motion/odds and loop-sound attenuation differ from actor/effect sound policies and update states.
src/game/map_load.c:MAP_RESTORE_POSITION_RANDOM_BITS	MAP_RESTORE_POSITION_RANDOM_BITS=15	retain	src/game/map_load.c:MAP_RESTORE_POSITION_RANDOM_BITS		Restore-position random bits select a coordinate perturbation, not the full random-to-angle conversion.
src/game/map_object.c:MAP_DOOR_INTERACTION_LOCAL_Z	MAP_DOOR_INTERACTION_LOCAL_Z=550;MAP_GOLD_DROP_SCATTER_RADIUS=600;MAP_GOLD_DROP_INITIAL_VELOCITY_Y=-120;MAP_EFFECT_SPAWN_SEQUENCE_MODULUS=65536;MAP_SWING_DOOR_YAW_STEP=32;MAP_LIFT_DOOR_Y_STEP=60;MAP_DROP_TIP_GRAVITY=20;MAP_DROP_TIP_INITIAL_ANGULAR_VELOCITY=16;MAP_DROP_TIP_ANGULAR_ACCELERATION=16;MAP_DROP_SPIN_Y_STEP=20;MAP_DROP_SPIN_YAW_STEP=256;MAP_DROP_BOUNCE_PITCH_STEP=160;MAP_DROP_BOUNCE_GRAVITY=30;MAP_DROP_BOUNCE_STOP_VELOCITY=120;MAP_EMITTER_PLAYER_RANGE=30000;MAP_EMITTER_COUNTDOWN_RANDOM_SHIFT=12;MAP_EMITTER_COUNTDOWN_BASE=10;MAP_BOSS_EMITTER_COUNTDOWN_BASE=20;MAP_EMITTER_VELOCITY_SHIFT=10;MAP_FIRE_BALL_EMITTER_VELOCITY_SHIFT=7;MAP_FIRE_BALL_EMITTER_Y_OFFSET=-1400;MAP_WIND_CUTTER_EMITTER_Y_OFFSET=600;MAP_BOSS_EMITTER_X_OFFSET=1100;MAP_BOSS_EMITTER_Z_OFFSET=1000;MAP_BOSS_EMITTER_Y_OFFSET=-1000;MAP_BOSS_EMITTER_SOUND_RANDOM_LIMIT=4096;MAP_EFFECT_SWITCH_PHASE_STEP=128;MAP_REVEAL_LIFT=10200;MAP_RESTORE_POINT_YAW_STEP=8	retain	src/game/map_object.c:MAP_DOOR_INTERACTION_LOCAL_Z		Door/drop/emitter/restore motion settings retain their actual units. Reveal lift is derived from depth plus settling overshoot, not an equal alias.
src/game/map_object_pool.c:MAP_DOOR_CLOSING_PROBE_RADIUS	MAP_DOOR_CLOSING_PROBE_RADIUS=3000	retain	src/game/map_object_pool.c:MAP_DOOR_CLOSING_PROBE_RADIUS		The door closing probe radius is the specific obstruction query size; projectile and actor collision radii remain independent.
src/game/map_scripts.c:KfMapWeaponTransformPhase	MAP_WEAPON_TRANSFORM_SPIN_UP=0;MAP_WEAPON_TRANSFORM_SPIN_DOWN=1	retain	src/game/map_scripts.c:KfMapWeaponTransformPhase		Weapon transform spin-up/spin-down tracks one cutscene's phase, separate from blend direction and object operation codes.
src/game/map_scripts.c:KfMapImageGroup	MAP_IMAGE_GROUP_SIGNBOARD=0;MAP_IMAGE_GROUP_INSCRIPTION=1	retain	src/game/map_scripts.c:KfMapImageGroup		Signboard/inscription selects map-image resource groups, distinct from item/spell IDs and direct menu texture numbers.
src/game/map_scripts.c:MAP_WEAPON_TRANSFORM_HOLD_UPDATES	MAP_WEAPON_TRANSFORM_HOLD_UPDATES=40;MAP_WEAPON_TRANSFORM_SWAP_COUNTDOWN=20;MAP_SHOP_SEQUENCE_INDEX=2;MAP_FLOOR3_DIALOGUE_DOOR_LINK=55	retain	src/game/map_scripts.c:MAP_WEAPON_TRANSFORM_HOLD_UPDATES		Weapon transform hold/swap countdown, shop music index and authored door link are separate script quantities and namespaces.
src/game/map_scripts.c:MAP_FLOOR1_AMBIENT_VOLUME	MAP_FLOOR1_AMBIENT_VOLUME=115;MAP_SCRIPT_OBJECT_SEARCH_PADDING=3000;MAP_FLOOR2_AMBIENT_RANDOM_LIMIT=4000;MAP_BOSS_REVEAL_YAW_MIN=1808;MAP_BOSS_REVEAL_YAW_END=2289;MAP_PASSAGE_OPEN_SOUND_VOLUME=100;MAP_REVEAL_FADE_IN_STEP=128;MAP_REVEAL_LIGHT_BLEND_SHIFT=2;MAP_REVEAL_RISE_STEP=130;MAP_REVEAL_YAW_STEP=128;MAP_REVEAL_FADE_OUT_STEP=256;MAP_WEAPON_TRANSFORM_HEIGHT=1300;MAP_WEAPON_TRANSFORM_BLAST_HEIGHT=600;MAP_WEAPON_TRANSFORM_MAX_YAW_STEP=240;MAP_WEAPON_TRANSFORM_YAW_ACCELERATION=1;MAP_ATTRIBUTE_PROBE_DISTANCE=1500;MAP_CONTAINER_CAMERA_PITCH_MIN=191;MAP_CONTAINER_CAMERA_PITCH_SPAN=1858;MAP_CONTAINER_CAMERA_PITCH_STEP=16;MAP_CONTAINER_OPEN_PITCH_STEP=32;MAP_DOOR_PARTNER_SEARCH_PADDING=6000	reuse	include/kf/game_player.h:KF_PLAYER_CAMERA_PITCH_LIMIT;src/game/map_scripts.c:MAP_FLOOR1_AMBIENT_VOLUME	MAP_CONTAINER_CAMERA_PITCH_MIN=include/kf/game_player.h:KF_PLAYER_CAMERA_PITCH_LIMIT	Use the shared camera pitch limit directly. Reveal/cutscene effects, search padding, camera approach span/rate and door/container rotations retain their own quantities.
src/game/memory.c:MEMORY_INITIAL_ARENA_BYTES	MEMORY_INITIAL_ARENA_BYTES=1048576;MEMORY_MAIN_RAM_BYTES=2097152;MEMORY_ALLOCATION_ALIGNMENT=4	reuse	include/kf/memory_layout.h:KF_MAIN_RAM_BYTES;src/game/memory.c:MEMORY_INITIAL_ARENA_BYTES	MEMORY_MAIN_RAM_BYTES=include/kf/memory_layout.h:KF_MAIN_RAM_BYTES	Use the canonical hardware RAM capacity directly; initial arena size and allocator alignment retain their memory-policy/representation roles.
src/game/menu.c:MEDICINAL_HERB_HP_RECOVERY	MEDICINAL_HERB_HP_RECOVERY=25;ANTIDOTE_HERB_HP_RECOVERY=10;RECOVERY_MEDICINE_HP_RECOVERY=80;DRAGON_KING_GRASS_LEAF_HP_RECOVERY=150;DRAGON_KING_GRASS_FRUIT_HP_RECOVERY=300	retain	src/game/menu.c:MEDICINAL_HERB_HP_RECOVERY		Each healing item's recovery amount is an item-specific effect, not combat HP subunits or a single shared healing strength.
src/game/menu_map_viewer.c:MENU_MAP_MARKER_OT_DEPTH	MENU_MAP_MARKER_OT_DEPTH=500;MENU_MAP_IMAGE_OT_DEPTH=1000;MENU_MAP_PIXELS_PER_CELL=2;MENU_MAP_MARKER_SPAN=4;MENU_MAP_WATCHMAN_SET=1;MENU_MAP_DEFAULT_SET=2;MENU_MAP_BRIGHTNESS=64;MENU_MAP_IMAGE_CLUT=32064;MENU_MAP_IMAGE_TPAGE=31;MENU_MAP_MARKER_CLUT=31808;MENU_MAP_MARKER_TPAGE=27;MENU_MAP_IMAGE_SPAN=219;MENU_MAP_IMAGE_LEFT_X=50;MENU_MAP_IMAGE_TOP_Y=10;MENU_MAP_MARKER_ORIGIN_X=58;MENU_MAP_MARKER_ORIGIN_Y=216	reuse	include/kf/game_menu.h:MENU_MARKER_OT_DEPTH;src/game/menu_map_viewer.c:MENU_MAP_PIXELS_PER_CELL	MENU_MAP_MARKER_OT_DEPTH=include/kf/game_menu.h:MENU_MARKER_OT_DEPTH;MENU_MAP_IMAGE_OT_DEPTH=include/kf/game_menu.h:MENU_CONTENT_OT_DEPTH	Use shared menu marker/content OT layers; retain map-specific pixel scale, geometry, texture pages, CLUTs and map-resource set IDs.
src/game/menu_panels.c:BLESS_HP_RECOVERY_MAGIC_MULTIPLIER	BLESS_HP_RECOVERY_MAGIC_MULTIPLIER=3	retain	src/game/menu_panels.c:BLESS_HP_RECOVERY_MAGIC_MULTIPLIER		Bless's HP multiplier is a spell-specific calculation, not a generic combat or lighting multiplier.
src/game/menu_runtime.c:MENU_STATUS_BACKDROP_LEFT_X	MENU_STATUS_BACKDROP_LEFT_X=6;MENU_STATUS_BACKDROP_RIGHT_X=77	retain	src/game/menu_runtime.c:MENU_STATUS_BACKDROP_LEFT_X		Status backdrop left/right positions derive from tile placement and remain specific to that layout.
src/game/menu_runtime.c:CONFIG_OPTION_ON_X	CONFIG_OPTION_ON_X=180;CONFIG_OPTION_OFF_X=240;CONFIG_OPTION_FIRST_Y=41;CONFIG_OPTION_ROW_STEP=22	retain	src/game/menu_runtime.c:CONFIG_OPTION_ON_X		Config on/off columns and first-row/pitch positions lay out persisted options; they are not sprite visibility codes or font-cell dimensions.
src/game/menu_runtime.c:STATS_HEADER_ROW_STEP	STATS_HEADER_ROW_STEP=23	retain	src/game/menu_runtime.c:STATS_HEADER_ROW_STEP		Stats header row pitch differs from the component/summary/preview row pitches and atlas cell height.
src/game/menu_runtime.c:STATUS_SUMMARY_ROW_STEP	STATUS_SUMMARY_ROW_STEP=16;STATUS_COMPONENT_ROW_STEP=14	retain	src/game/menu_runtime.c:STATUS_SUMMARY_ROW_STEP		Status summary and component row pitches differ and format separate display sections.
