# MANUALLY REVIEWED - all current project array declarations; Clang provides coverage, semantic dispositions follow declaration/use review.
declaration	kind	owner	name	datatype	dimensions	verdict	finding	evidence	note
src/game/render.c:39	VAR_DECL	file_scope	system_screen_path	char[7]	7	encoded_content		src/game/render.c:39;src/game/render.c:80	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/game/render_enqueuers.c:797	VAR_DECL	render_enqueue_sprite	corners	SVECTOR[4]	4	numeric_geometry		src/game/render_enqueuers.c:797;src/game/render_enqueuers.c:809;src/game/render_enqueuers.c:810;src/game/render_enqueuers.c:811;src/game/render_enqueuers.c:812;src/game/render_enqueuers.c:813;src/game/render_enqueuers.c:816	SDK vector coordinates/rotation/displacements and padding; quantitative geometry.
src/game/render_frame.c:30	VAR_DECL	file_scope	effect_sprites	KfEffectSprite[2]	2	typed_record		src/game/render_frame.c:30;src/game/render_frame.c:105;src/game/render_frame.c:107	State and animation clip already use enum domains. asset_variant is the numerical binder phase; other members are geometry, scale, padding and a cache pointer.
src/game/resources.c:21	VAR_DECL	file_scope	map_mix_tim_filename	char[8]	8	encoded_content		src/game/resources.c:21;src/game/resources.c:164	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/game/resources.c:24	VAR_DECL	file_scope	render_cell_windows	KfCellWindow[16]	16	typed_record		src/game/resources.c:24;src/game/resources.c:70;src/game/resources.c:71	Grid dimensions and origin remain numerical; cells already use KfCellVisibility.
src/game/save_system.c:129	VAR_DECL	memory_card_initialize	buffer	u8[128]	128	encoded_storage		src/game/save_system.c:129;src/game/save_system.c:131	Memory-card directory/header transfer buffer; its bytes are checked as encoded data.
src/game/save_system.c:662	VAR_DECL	save_file_initialize_buffers	image	u8[2048]	2048	encoded_content		src/game/save_system.c:662;src/game/save_system.c:670;src/game/save_system.c:671;src/game/save_system.c:673;src/game/save_system.c:675;src/game/save_system.c:676;src/game/save_system.c:678;src/game/save_system.c:679	Sector-sized image/palette input used to populate the memory-card save icon.
src/game/save_system.c:744	VAR_DECL	menu_load_message_image	path	char[16]	16	encoded_content		src/game/save_system.c:744;src/game/save_system.c:750;src/game/save_system.c:751;src/game/save_system.c:752;src/game/save_system.c:754	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/open/audio.c:20	VAR_DECL	file_scope	audio_sequence_table	char[344]	344	sdk_storage		src/open/audio.c:20;src/open/audio.c:32	SsSetTableSize sequence workspace sized by the pinned SDK SS_SEQ_TABSIZ; not a game ID list.
src/open/entity_render.c:19	VAR_DECL	file_scope	floor_item_sprites	KfSpriteQuad[7]	7	numeric_geometry	A2	src/open/entity_render.c:19;src/open/entity_render.c:141	All eight members are UV origins/spans and quad coordinates/dimensions. Fixed-bank selection is represented separately by KfFloorItemSpriteId or KfEffectBillboardId.
src/open/format.c:12	VAR_DECL	file_scope	format_number_storage	char[19]	19	encoded_content		src/open/format.c:12;src/open/format.c:18;src/open/format.c:36;src/open/format.c:44;src/open/format.c:61	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/open/matrix_rotation.c:8	VAR_DECL	file_scope	debug_matrix_label	const char[16]	16	encoded_content		src/open/matrix_rotation.c:8;src/open/matrix_rotation.c:76	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/open/opening_controller.c:22	VAR_DECL	file_scope	opening_initial_tim_path	char[6]	6	encoded_content		src/open/opening_controller.c:22;src/open/opening_controller.c:51	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/open/opening_fade.c:9	VAR_DECL	file_scope	opening_fade_uv	u8[8]	8	packed_gpu		src/open/opening_fade.c:9;src/open/opening_fade.c:38	Interleaved U/V/span descriptor bytes passed to sprite_add_ft4; numerical texture coordinates, with odd bytes unclassified.
src/open/opening_scenes.c:94	TYPEDEF_DECL	file_scope	KfOpeningEntityPositionOffsetCheck	char[1]	1	layout_assertion		src/open/opening_scenes.c:94	Compile-time size, alignment or offset assertion; no runtime elements.
src/open/opening_scenes.c:98	VAR_DECL	file_scope	opening_scene0_camera_path	KfCameraPathPoint[17]	17	numeric_geometry		src/open/opening_scenes.c:98;src/open/opening_scenes.c:217	Timed camera positions/rotations are interpolated; record components are numerical motion data.
src/open/opening_scenes.c:119	VAR_DECL	file_scope	opening_scene3_camera_path	KfCameraPathPoint[3]	3	numeric_geometry		src/open/opening_scenes.c:119;src/open/opening_scenes.c:494	Timed camera positions/rotations are interpolated; record components are numerical motion data.
src/open/opening_scenes.c:126	VAR_DECL	file_scope	opening_ending_camera_path	KfCameraPathPoint[9]	9	numeric_geometry		src/open/opening_scenes.c:126;src/open/opening_scenes.c:601	Timed camera positions/rotations are interpolated; record components are numerical motion data.
src/open/opening_scenes.c:139	VAR_DECL	file_scope	opening_ending_scroll_camera_path	KfCameraPathPoint[3]	3	numeric_geometry		src/open/opening_scenes.c:139;src/open/opening_scenes.c:764	Timed camera positions/rotations are interpolated; record components are numerical motion data.
src/open/opening_scenes.c:149	VAR_DECL	file_scope	opening_scene3_overlay_rects	KfScreenRect[2]	2	numeric_geometry		src/open/opening_scenes.c:149;src/open/opening_scenes.c:539	Screen rectangle positions and dimensions; no categorical element.
src/open/opening_scenes.c:155	VAR_DECL	file_scope	opening_ending_scroll_panels	KfScreenRect[9]	9	numeric_geometry		src/open/opening_scenes.c:155;src/open/opening_scenes.c:870;src/open/opening_scenes.c:874	Screen rectangle positions and dimensions; no categorical element.
src/open/opening_scenes.c:168	VAR_DECL	file_scope	opening_scene3_overlay_uv	u8[8]	8	packed_gpu		src/open/opening_scenes.c:168;src/open/opening_scenes.c:546	Interleaved U/V/span descriptor bytes passed to sprite_add_ft4; numerical texture coordinates, with odd bytes unclassified.
src/open/opening_scenes.c:174	VAR_DECL	file_scope	opening_ending_scroll_backgrounds	KfScreenRect[2]	2	numeric_geometry		src/open/opening_scenes.c:174;src/open/opening_scenes.c:852;src/open/opening_scenes.c:854	Screen rectangle positions and dimensions; no categorical element.
src/open/opening_scenes.c:197	VAR_DECL	file_scope	opening_ending_scroll_uv	u8[8]	8	packed_gpu		src/open/opening_scenes.c:197;src/open/opening_scenes.c:883	Interleaved U/V/span descriptor bytes passed to sprite_add_ft4; numerical texture coordinates, with odd bytes unclassified.
src/open/opening_scenes.c:468	VAR_DECL	opening_scene3_run	texture_pages	u32[2]	2	packed_gpu		src/open/opening_scenes.c:468;src/open/opening_scenes.c:479;src/open/opening_scenes.c:483;src/open/opening_scenes.c:547	SDK tpage/CLUT packed encodings returned by texture loading; numerical GPU material transport.
src/open/opening_scenes.c:470	VAR_DECL	opening_scene3_run	cluts	u32[6]	6	packed_gpu		src/open/opening_scenes.c:470;src/open/opening_scenes.c:482;src/open/opening_scenes.c:486;src/open/opening_scenes.c:548	SDK tpage/CLUT packed encodings returned by texture loading; numerical GPU material transport.
src/open/opening_scenes.c:701	VAR_DECL	opening_ending_scroll_run	texture_pages	u32[9]	9	packed_gpu		src/open/opening_scenes.c:701;src/open/opening_scenes.c:721;src/open/opening_scenes.c:725;src/open/opening_scenes.c:729;src/open/opening_scenes.c:733;src/open/opening_scenes.c:737;src/open/opening_scenes.c:741;src/open/opening_scenes.c:745;src/open/opening_scenes.c:749;src/open/opening_scenes.c:753;src/open/opening_scenes.c:884	SDK tpage/CLUT packed encodings returned by texture loading; numerical GPU material transport.
src/open/opening_scenes.c:702	VAR_DECL	opening_ending_scroll_run	cluts	u32[9]	9	packed_gpu		src/open/opening_scenes.c:702;src/open/opening_scenes.c:724;src/open/opening_scenes.c:728;src/open/opening_scenes.c:732;src/open/opening_scenes.c:736;src/open/opening_scenes.c:740;src/open/opening_scenes.c:744;src/open/opening_scenes.c:748;src/open/opening_scenes.c:752;src/open/opening_scenes.c:756;src/open/opening_scenes.c:884	SDK tpage/CLUT packed encodings returned by texture loading; numerical GPU material transport.
src/open/render_init.c:17	VAR_DECL	file_scope	color_matrix_table	MATRIX[5]	5	numeric_matrix		src/open/render_init.c:17;src/open/render_init.c:42	SDK matrix coefficients/translation; arithmetic interpolation and matrix multiplication accept quantities. KF_FIXED12_ONE names numeric Q12 unity.
src/open/render_map_cells.c:7	VAR_DECL	file_scope	render_cell_windows	KfCellWindow[16]	16	typed_record		src/open/render_map_cells.c:7;src/open/render_map_cells.c:71	Grid dimensions and origin remain numerical; cells already use KfCellVisibility.
src/open/render_sprite.c:12	VAR_DECL	render_enqueue_sprite	corners	SVECTOR[4]	4	numeric_geometry		src/open/render_sprite.c:12;src/open/render_sprite.c:24;src/open/render_sprite.c:25;src/open/render_sprite.c:26;src/open/render_sprite.c:27;src/open/render_sprite.c:28;src/open/render_sprite.c:31	SDK vector coordinates/rotation/displacements and padding; quantitative geometry.
src/open/resources.c:24	VAR_DECL	file_scope	cd_path_prefix	char[5]	5	encoded_content		src/open/resources.c:24;src/open/resources.c:54;src/open/resources.c:93	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/open/resources.c:26	VAR_DECL	file_scope	cd_version_suffix	char[3]	3	encoded_content		src/open/resources.c:26;src/open/resources.c:56;src/open/resources.c:95	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/open/resources.c:28	VAR_DECL	file_scope	opening_ending_sequence_path	char[8]	8	encoded_content		src/open/resources.c:28;src/open/resources.c:264	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/psx/main.c:8	VAR_DECL	file_scope	overlay_path_GAME	const char[20]	20	encoded_content		src/psx/main.c:8;src/psx/main.c:14	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/psx/main.c:9	VAR_DECL	file_scope	overlay_path_OPEN	const char[20]	20	encoded_content		src/psx/main.c:9;src/psx/main.c:13	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/psx/main.c:12	VAR_DECL	file_scope	overlay_path_table	const char *[2]	2	pointer_table		src/psx/main.c:12;src/psx/main.c:30;src/psx/main.c:38	Array elements are object/string addresses; selected row identity is separate from element type.
